Customer Id,total_orders,total_quantity,total_sales,cluster
418,3,20,1519.7800331600001,2
419,6,33,2463.61005024,2
420,6,35,3779.7200777,0
421,3,24,1627.75003052,2
422,3,22,2489.78005984,2
423,2,24,1299.8100127,2
424,6,49,3789.49009336,0
425,6,46,3017.630043,0
426,4,25,1999.79999918,2
427,3,30,2829.61006938,2
428,4,23,2421.75005718,2
429,4,37,2426.7100181,2
430,9,56,4444.45008655,0
431,3,16,1034.89002992,1
432,3,16,1379.8000336,2
433,7,55,5161.30004127,0
434,7,49,4926.4400864,0
435,6,34,3969.62008676,0
436,5,52,4819.57008744,0
437,10,69,6750.27016472,0
438,4,37,3309.600071,2
439,7,43,4534.6600954,0
440,6,33,4404.59008985,0
441,4,29,3394.74000542,2
442,8,54,4039.51005935,0
443,7,45,3847.6100732,0
444,6,40,3559.50009918,0
445,5,34,3934.7400818,2
446,4,21,1999.72003554,2
447,4,38,2905.6300354,2
448,3,7,509.84000777999995,1
449,3,29,1923.84001928,2
450,11,74,7331.09010702,0
451,2,20,1699.8400154400001,2
452,6,62,4663.3600693,0
453,5,37,3024.67002863,2
454,7,30,2594.8400421799997,2
455,7,50,5169.39013485,0
456,3,11,1039.87001044,1
457,6,31,3255.6900444,2
458,5,35,3099.62006573,2
459,3,15,1249.8900299,2
460,4,27,2343.70003138,2
461,4,29,1914.76002508,2
462,3,19,2039.78005224,2
463,5,36,3167.61005028,2
464,5,31,2095.7300187,2
465,8,59,5349.3600847,0
466,1,6,869.93002704,1
467,10,66,6992.30015566,0
468,8,59,7211.27018358,0
470,3,13,929.86999894,1
471,5,24,2789.74005514,2
472,5,23,2829.77006156,2
473,4,36,3558.70004664,2
474,6,35,2590.64003943,2
475,6,28,2195.72004328,2
476,2,11,1669.8600464,1
477,6,24,2729.74006658,2
478,5,46,3694.5700761,0
479,2,22,1549.72997296,2
480,2,8,1359.91003804,1
481,6,35,3987.6300775,0
482,11,76,6689.26013562,0
483,8,69,5256.39008525,0
484,3,16,1899.80002598,2
485,1,3,799.960022,1
486,7,44,3304.53004448,0
487,7,44,3683.4900894,0
488,6,42,2065.68000402,2
489,5,25,2279.73005294,2
490,5,55,3579.5600585,0
491,3,14,1919.84003456,2
492,5,24,2519.74005506,2
493,1,9,649.909996,1
494,7,41,4109.50008006,0
495,5,34,2929.67007452,2
496,5,24,2917.7600708,2
497,7,24,2589.70006188,2
498,3,34,2379.55002206,2
499,4,36,2257.62003324,2
500,4,29,1644.63002012,2
501,3,16,1679.77004248,2
502,9,68,5269.29006954,0
503,4,29,3049.66005708,2
504,4,32,2309.6900483,2
505,5,31,3329.70008468,2
506,3,19,1439.76001748,2
507,4,24,2229.77004622,2
508,4,30,2569.6400491599998,2
509,4,24,2349.68004998,2
510,5,22,3871.71010415,2
511,5,25,3495.730095,2
512,7,37,4504.55008901,0
513,1,12,893.90001678,1
514,7,54,4727.37010188,0
515,5,29,2699.71006207,2
516,4,21,2329.85004621,2
517,7,49,3947.46007918,0
518,6,45,3024.57003585,0
519,1,7,329.98000336,1
520,3,21,1529.82001309,2
521,5,21,3609.7700959,2
522,2,8,1099.9500275,1
523,4,27,2469.54003146,2
524,3,31,2169.78002168,2
525,5,29,2939.7100754,2
526,2,31,1779.72002014,2
527,3,25,2371.7000275,2
528,5,29,3377.610077,2
529,5,33,2759.72004318,2
530,2,4,729.95001222,1
531,7,55,4759.56004726,0
532,6,41,3425.66008766,0
533,3,28,3669.60008624,2
534,7,64,4249.37004076,0
535,4,18,2389.77006544,2
536,2,13,1209.85002898,1
537,5,27,2959.70006178,2
538,5,40,4569.48004928,0
539,7,33,3589.6900484,0
540,2,19,1459.80001062,1
541,4,22,1759.79005048,2
542,9,61,5935.44011318,0
543,4,35,3759.6200333,2
544,4,34,2639.6000443,2
545,3,13,1309.8600311,1
546,3,30,1579.70001598,2
547,3,30,2561.5400352,2
548,8,56,5458.3401185,0
549,5,29,3779.70008104,2
550,8,30,3869.60009776,0
551,6,44,4229.53010554,0
552,6,52,4224.50010117,0
553,7,35,3659.56007014,0
554,6,25,3009.74007802,2
555,4,27,2249.6800347,2
556,3,19,1789.7500419399998,2
557,4,20,2539.85007104,2
558,7,35,4179.65009318,0
559,3,29,1813.6200371,2
560,3,19,1969.85003278,2
561,6,41,3469.450058,0
562,3,5,1399.9300385,1
563,6,32,2509.63005446,2
564,8,56,5434.32014088,0
565,3,25,2124.8400344799998,2
566,3,23,1145.82001108,2
567,3,31,2279.71004094,2
568,6,35,4319.56007404,0
569,13,65,5229.26013184,0
570,4,17,1869.78003316,2
571,2,2,359.97001267999997,1
572,4,32,2779.67005158,2
573,2,18,1939.83004383,2
574,2,20,1324.7400207199998,1
575,3,17,1819.83004768,2
576,6,33,3169.68007274,2
577,4,22,2139.78003893,2
578,8,71,5694.41009148,0
579,8,40,4109.63010406,0
580,3,6,429.92001344,1
581,2,12,1304.87003708,1
582,3,25,1393.73000334,2
583,4,30,2664.68004996,2
584,6,39,2475.55003175,2
585,7,40,3969.4800873,0
586,6,44,4939.4600752999995,0
587,3,15,1619.84004212,2
588,1,10,694.9000091,1
589,6,31,3389.52007668,2
590,9,50,3164.64005654,0
591,4,15,2409.8200530999998,2
592,3,18,1069.87000276,2
593,2,9,1279.9000397,1
594,3,12,979.88002394,1
595,2,4,529.9300155799999,1
596,6,47,3994.43004613,0
597,5,40,3744.52008455,2
598,5,31,2669.6700591,2
599,9,57,4809.39006438,0
601,4,20,1589.85004426,2
602,5,34,4079.5900954999997,2
603,9,52,5679.37013638,0
604,3,19,1539.8600007,2
605,3,7,979.9100075399999,1
606,4,12,1169.8600349600001,2
607,6,43,4186.44008262,0
608,3,19,2192.77005768,2
609,4,11,1027.86002732,2
610,5,24,1864.72003174,2
611,3,11,2019.8700562,2
612,5,28,2179.71004493,2
613,3,22,2219.76004024,2
614,6,55,4097.37010184,0
615,6,25,3861.66010288,2
616,8,53,5111.47009286,0
617,1,4,489.96001054,1
618,4,39,2549.6100159,2
619,5,30,2555.64002988,2
620,8,50,4979.47010042,0
621,3,14,1139.76002118,1
622,7,42,3444.54005819,0
623,4,16,2365.82007033,2
624,5,48,3409.46002204,0
625,6,51,5009.28012088,0
626,4,25,2307.6800537,2
627,5,33,3169.7200469599998,2
628,5,23,2189.7200546599997,2
629,5,33,2519.77005008,2
630,8,46,4299.46006764,0
631,2,14,1709.8800507,1
632,1,9,439.9100036,1
633,9,71,5848.46011348,0
634,8,56,5924.29012111,0
635,7,36,3282.72005838,0
636,7,43,3269.5600433199997,0
637,8,49,3729.4400824599998,0
638,4,20,1689.86002728,2
639,6,53,5004.5200998,0
640,9,63,5634.40008934,0
641,2,16,1547.86003878,1
642,6,33,4599.600120659999,0
643,4,27,1835.7800408,2
644,4,10,787.9000092,1
645,4,15,2639.81007392,2
646,6,33,3509.6200600399998,2
647,9,66,4904.49008188,0
648,4,31,2284.66003412,2
649,6,48,4224.52011872,0
650,5,20,1979.7800446,2
651,2,19,1579.75002288,2
652,3,10,564.90001294,1
653,5,37,3669.53007894,2
654,3,35,2355.60004422,2
655,6,36,2869.66005708,2
656,5,47,4455.39007188,0
657,1,1,199.9900055,1
658,1,6,419.8600006,1
659,2,16,1099.8400268,1
660,6,40,3674.54007346,0
661,2,15,825.9500084,1
662,8,31,2444.7600289,2
663,3,11,1019.85002136,1
664,12,76,8394.26020827,0
665,1,4,549.980011,1
666,4,20,1929.8500366,2
667,4,24,2659.80005264,2
668,2,15,1325.8800277999999,1
669,2,14,919.8500061,1
670,3,19,1334.73003388,2
671,5,46,3409.53004432,0
672,2,18,1529.7900238,1
673,6,47,3809.46008298,0
674,5,48,3457.50007626,0
675,4,28,2189.74005313,2
676,6,52,4414.58007822,0
677,2,13,1064.89002616,1
678,2,13,677.9100055700001,1
679,10,79,5724.21007715,0
680,4,27,3424.65007983,2
681,2,4,529.9700164999999,1
682,8,69,5299.26012028,0
683,4,31,2509.74002645,2
684,5,28,2269.72005084,2
685,10,63,6313.30011372,0
686,6,20,1909.70004654,2
687,9,76,7093.0801562199995,0
688,7,73,5909.2401199,0
689,3,22,1759.6900406,2
690,6,31,2374.7400476,2
691,3,20,2069.89004522,2
692,3,15,1479.8300476,2
693,6,32,2677.64006428,2
694,6,41,2949.72004318,2
695,6,33,2944.60007094,2
696,5,44,3209.50003042,2
697,10,62,6014.33012772,0
698,8,62,5799.3700602,0
699,3,7,899.9200287,1
700,6,63,4320.38005426,0
701,4,26,2554.74004943,2
702,3,27,2409.7000427,2
703,6,35,3884.7300683,0
704,5,44,4489.47007372,0
705,9,49,3883.4800874,0
706,4,20,2294.76006509,2
707,2,10,439.90001294,1
708,4,26,2099.680046,2
709,2,20,2229.7500458,2
710,3,22,1759.79002756,2
711,6,47,4065.54009632,0
712,6,30,3259.53004082,2
713,3,15,1219.83003238,2
714,5,30,3499.66005717,2
715,5,46,4753.51010518,0
716,3,18,2099.8000603,2
717,5,49,3829.5200805,0
718,1,7,599.9300079,1
719,5,31,2919.71006396,2
720,3,13,1229.87002182,1
721,2,12,1299.89002608,1
722,2,23,1424.70999918,2
723,3,25,1639.7200012600001,2
724,4,26,2939.8300572099997,2
725,5,28,2689.58006674,2
726,6,44,3327.56006239,0
727,2,6,649.8800049,1
728,7,69,4744.35010516,0
729,4,19,1629.79001618,2
730,4,20,1489.87002944,2
731,10,62,5610.42010514,0
732,3,27,2196.79001228,2
733,3,25,2321.77004435,2
734,5,41,3154.48006058,2
735,2,10,1145.8300171199999,1
736,8,60,3959.48006436,0
737,6,55,4569.50009924,0
738,4,21,2654.83002277,2
739,6,39,4319.56010442,0
740,5,52,3729.41001884,0
741,2,21,1289.77001188,1
742,3,23,1979.7700463,2
743,5,48,3404.37004472,0
744,8,63,5339.32012371,0
745,2,13,1399.8700257,1
746,6,33,2419.59003077,2
747,4,29,2499.62004848,2
748,6,41,2717.55005256,2
749,12,64,7649.38018818,0
750,7,40,3864.62010581,0
751,5,33,3149.58005138,2
752,5,45,4084.4000741,0
753,5,27,2229.69004064,2
754,6,32,3218.66006848,2
755,3,20,1639.86003114,2
756,6,25,2415.6500473799997,2
757,5,47,4127.58008192,0
758,5,42,3089.62007134,2
759,6,48,3949.51006696,0
760,6,42,3555.59006882,0
761,3,20,1579.76002506,2
762,5,28,2939.70008856,2
763,2,19,1529.8200340399999,1
764,5,35,3011.68006134,2
765,3,21,2069.74004746,2
766,1,17,1017.8299942799999,1
767,8,39,4117.45007704,0
768,3,22,2075.67003636,2
770,1,5,269.9200058,1
771,8,54,5224.33008958,0
772,1,5,249.8999939,1
773,9,80,7394.19012455,0
774,5,27,2719.67006688,2
775,4,26,3229.76004788,2
776,3,19,1444.8300323,2
777,6,40,3872.67007078,0
778,4,38,4489.60006712,2
779,2,16,1259.8300018,1
780,4,32,1919.74001706,2
781,1,10,809.86999888,1
782,2,5,819.94002918,1
783,5,48,3525.45004664,0
784,5,21,2091.76004788,2
785,5,28,2519.67005158,2
786,1,2,100.0,1
787,8,45,4289.57007236,0
788,5,27,1569.8000296999999,2
789,5,19,2010.83004764,2
790,3,29,1849.6800193,2
791,13,82,10524.1701776,0
792,7,39,2987.64005282,0
793,3,33,2523.73005292,2
794,4,32,3184.68005756,2
795,2,10,1199.9000244,1
796,7,43,3647.56005279,0
797,3,24,1953.75002861,2
799,6,35,3359.7500609999997,2
800,4,30,2535.72006994,2
801,8,53,5504.3401072,0
802,6,27,2639.73006072,2
803,5,18,1939.79004294,2
804,4,6,939.940033,1
805,9,38,2571.43002895,0
806,2,16,1389.8200074000001,1
807,1,8,1029.9000244,1
808,2,20,1489.740036,2
809,6,45,3588.46005815,0
810,3,23,2259.73006064,2
811,3,13,1105.86004067,1
812,5,25,2739.72006996,2
813,1,7,319.9300003,1
814,5,39,2999.63005054,2
815,1,12,889.8700026800001,1
816,4,17,1269.7600327,2
818,6,34,3638.53006366,2
819,3,36,2909.62004848,2
820,8,42,3494.57007988,0
821,7,37,4339.64011774,0
822,7,60,3997.38004303,0
823,5,44,3869.55008698,0
824,5,26,3527.6601067399997,2
825,1,4,539.95001604,1
826,2,7,571.92001724,1
827,11,59,5669.28013242,0
828,3,9,599.96000676,1
829,5,29,2154.7000503,2
830,5,41,3223.55004506,2
831,5,44,4519.54009624,0
832,2,13,1269.86001974,1
833,6,22,2498.700058,2
834,6,30,3759.64006816,2
835,6,38,2859.60004806,2
836,4,40,2554.78002168,2
837,2,15,929.83002468,1
838,6,38,2604.65004348,2
839,1,14,961.8200148999999,1
840,5,31,3979.6301078799997,2
841,7,34,4019.58009718,0
842,5,42,3734.49005506,0
843,5,38,3379.57006066,2
844,3,17,1497.8300323600001,2
845,3,32,2629.630043,2
846,8,44,4736.53014955,0
847,9,60,5260.31010438,0
848,6,49,3281.45004463,0
849,6,26,2061.7600517,2
850,4,20,2109.85004428,2
851,3,26,2223.77003864,2
852,2,11,1099.8700256,1
853,4,22,2679.7800675,2
854,2,16,1029.86000818,1
855,2,10,839.8600159,1
856,7,42,3884.50008971,0
857,6,44,3747.68005762,0
858,4,22,1574.74003602,2
859,7,70,4859.26006709,0
860,3,17,929.86001202,1
861,7,42,4209.520073,0
862,5,41,3329.65004718,2
863,6,36,2974.70007322,2
864,6,33,2759.55004888,2
865,5,41,3529.70002376,2
866,9,58,5029.30010801,0
867,7,54,5359.48011408,0
868,3,24,1522.83002084,2
869,3,24,2115.70004272,2
870,7,50,4324.49007425,0
871,5,35,3169.68003856,2
872,7,41,3504.62003529,0
873,2,16,1279.8600311,1
874,4,21,1317.87001418,2
875,3,22,2092.74004559,2
876,9,38,3754.37004086,0
877,1,7,749.8700104,1
878,5,40,2744.51000216,2
879,6,34,3329.53005222,2
880,5,23,3369.7200852,2
881,5,41,4319.5201187,0
882,4,29,3294.80006989,2
883,4,24,2289.80004885,2
884,3,14,2709.82007606,2
885,1,2,49.97999954,1
886,2,14,959.9000091600001,1
887,4,30,2487.58005152,2
888,9,65,4994.330059,0
889,5,31,2789.72005851,2
890,5,34,3769.54006582,2
891,3,12,1204.85003857,1
892,3,15,2369.81007396,2
893,4,26,2375.66004942,2
894,4,21,2329.82004551,2
895,2,12,1129.8800277999999,1
896,2,29,2187.630043,2
897,4,14,1314.79003152,2
898,12,72,7369.16016016,0
899,6,47,3405.48008354,0
900,3,25,2259.7000427,2
901,1,9,619.88001246,1
902,2,6,349.93000792,1
903,1,1,129.9900055,1
904,4,15,1689.78003314,2
905,4,17,1564.83004388,2
907,9,52,4954.65011031,0
908,7,42,3500.64006816,0
909,5,30,2769.72006998,2
910,3,18,1909.8700257,2
911,7,33,2650.72005842,2
912,4,41,4019.50006872,2
913,4,12,1414.9300385,2
914,6,27,3049.6500741199998,2
915,4,19,2479.83005146,2
916,3,22,2169.79005058,2
917,6,39,4419.47010424,0
918,3,31,1934.63000487,2
920,3,12,2569.8600731799997,2
921,4,31,2801.71006404,2
922,3,16,1623.7700349,2
923,3,20,1849.8100357600001,2
924,4,37,4029.6400986,2
925,5,34,2884.78005605,2
926,4,35,2424.60002514,2
927,7,66,4707.27006524,0
928,4,32,3075.6800615,2
929,8,51,4439.4001008,0
930,1,11,1099.89002228,1
931,4,29,2739.67006686,2
932,2,17,1559.7800408399999,1
933,2,14,849.85001368,1
934,5,38,2809.61005014,2
935,4,15,1049.87002568,2
936,9,32,4489.6401254,0
937,8,53,4416.4000588,0
938,10,58,6364.32016205,0
